Identificador do processo de viagem ,Sequência Trecho,Origem - Data,Origem - País,Origem - UF,Origem - Cidade,Destino - Data,Destino - País,Destino - UF,Destino - Cidade,Meio de transporte,Número Diárias,Missao?
13528566,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13528567,1,20170213,Brasil,São Paulo,São Paulo,20170215,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528567,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13528569,6,20170216,Brasil,São Paulo,Ipeúna,20170217,Brasil,São Paulo,Jaguariúna,Veículo Oficial,1.00,"Sim
"
13528569,4,20170215,Brasil,São Paulo,São Roque,20170215,Brasil,São Paulo,Botucatu,Veículo Oficial,0.00,"Sim
"
13528569,7,20170217,Brasil,São Paulo,Jaguariúna,20170217,Brasil,São Paulo,Piracicaba,Veículo Oficial,0.00,"Sim
"
13528569,9,20170217,Brasil,São Paulo,Campinas,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528569,5,20170215,Brasil,São Paulo,Botucatu,20170216,Brasil,São Paulo,Ipeúna,Veículo Oficial,1.00,"Sim
"
13528569,8,20170217,Brasil,São Paulo,Piracicaba,20170217,Brasil,São Paulo,Campinas,Rodoviário,0.00,"Não
"
13528569,2,20170213,Brasil,São Paulo,Campinas,20170214,Brasil,São Paulo,Jundiaí,Veículo Oficial,1.00,"Sim
"
13528569,3,20170214,Brasil,São Paulo,Jundiaí,20170215,Brasil,São Paulo,São Roque,Veículo Oficial,1.00,"Sim
"
13528569,1,20170213,Brasil,Distrito Federal,Brasília,20170213,Brasil,São Paulo,Campinas,Aéreo,0.00,"Sim
"
13528571,1,20170207,Brasil,Paraná,Curitiba,20170209,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528571,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,Paraná,Curitiba,Aéreo,0.00,"Não
"
13528578,1,20170208,Brasil,Paraíba,João Pessoa,20170209,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13528578,2,20170209,Brasil,Distrito Federal,Brasília,20170210,Brasil,Paraíba,João Pessoa,Aéreo,1.00,"Não
"
13528580,2,20170208,Brasil,Distrito Federal,Brasília,20170208,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528580,1,20170208,Brasil,Rio de Janeiro,Rio de Janeiro,20170208,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13528581,1,20170213,Brasil,Acre,Rio Branco,20170215,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528581,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13528584,1,20170213,Brasil,Minas Gerais,Belo Horizonte,20170216,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528584,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13528585,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Não
"
13528585,1,20170207,Brasil,São Paulo,Guarulhos,20170209,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528589,1,20170215,Brasil,Amazonas,Eirunepé,20170216,Brasil,Amazonas,Manaus,Aéreo,0.00,"Sim
"
13528591,1,20170212,Brasil,São Paulo,São José do Rio Preto,20170215,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528591,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,São Paulo,São José do Rio Preto,Aéreo,0.00,"Não
"
13528594,2,20170213,Brasil,Distrito Federal,Brasília,20170214,Brasil,Distrito Federal,Brasília,Inválido,1.00,"Sim
"
13528594,1,20170212,Brasil,Santa Catarina,Chapecó,20170213,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13528594,3,20170214,Brasil,Distrito Federal,Brasília,20170215,Brasil,Santa Catarina,Chapecó,Aéreo,1.00,"Não
"
13528595,2,20170219,Alemanha,,Nuremberg,20170220,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13528595,1,20170213,Brasil,Distrito Federal,Brasília,20170219,Alemanha,,Nuremberg,Aéreo,5.00,"Sim
"
13528596,1,20170220,Brasil,Ceará,Fortaleza,20170224,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
13528596,2,20170224,Brasil,Distrito Federal,Brasília,20170224,Brasil,Ceará,Fortaleza,Aéreo,0.00,"Não
"
13528601,1,20170206,Brasil,Alagoas,Maceió,20170209,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528601,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,Alagoas,Maceió,Aéreo,0.00,"Não
"
13528603,1,20170214,Brasil,Espírito Santo,Vitória,20170216,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528603,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Espírito Santo,Vitória,Aéreo,0.00,"Não
"
13528605,3,20170222,Brasil,São Paulo,Araraquara,20170222,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528605,2,20170220,Brasil,São Paulo,Ribeirão Preto,20170222,Brasil,São Paulo,Araraquara,Rodoviário,0.00,"Sim
"
13528605,1,20170220,Brasil,Distrito Federal,Brasília,20170220,Brasil,São Paulo,Ribeirão Preto,Aéreo,0.00,"Não
"
13528605,4,20170222,Brasil,Rio de Janeiro,Rio de Janeiro,20170222,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528607,1,20170207,Brasil,São Paulo,São Paulo,20170209,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528607,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13528608,1,20170214,Brasil,Acre,Rio Branco,20170216,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528608,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13528612,20,20171227,Brasil,Distrito Federal,Brasília,20171229,Brasil,Tocantins,Palmas,Rodoviário,0.00,"Não
"
13528612,10,20170701,Brasil,Distrito Federal,Brasília,20170802,Brasil,Tocantins,Palmas,Rodoviário,0.00,"Não
"
13528612,22,20171231,Brasil,Distrito Federal,Brasília,20171231,Brasil,Distrito Federal,Brasília,Inválido,1.00,"Sim
"
13528612,1,20170130,Brasil,Tocantins,Palmas,20170306,Brasil,Distrito Federal,Brasília,Rodoviário,35.00,"Sim
"
13528612,21,20171229,Brasil,Tocantins,Palmas,20171231,Brasil,Distrito Federal,Brasília,Rodoviário,2.00,"Não
"
13528612,11,20170802,Brasil,Tocantins,Palmas,20170814,Brasil,Distrito Federal,Brasília,Rodoviário,12.00,"Sim
"
13528612,15,20170825,Brasil,Piauí,Teresina,20170828,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Não
"
13528612,13,20170818,Brasil,Acre,Rio Branco,20170821,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528612,7,20170421,Brasil,Rio Grande do Norte,Natal,20170508,Brasil,Distrito Federal,Brasília,Aéreo,17.00,"Sim
"
13528612,3,20170308,Brasil,Rio Grande do Norte,Natal,20170402,Brasil,Distrito Federal,Brasília,Aéreo,25.00,"Sim
"
13528612,17,20170901,Brasil,Rio Grande do Norte,Natal,20171120,Brasil,Distrito Federal,Brasília,Aéreo,80.00,"Não
"
13528612,5,20170413,Brasil,Roraima,Boa Vista,20170417,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
13528612,2,20170306,Brasil,Distrito Federal,Brasília,20170308,Brasil,Rio Grande do Norte,Natal,Aéreo,2.00,"Sim
"
13528612,4,20170402,Brasil,Distrito Federal,Brasília,20170413,Brasil,Roraima,Boa Vista,Aéreo,11.00,"Sim
"
13528612,8,20170508,Brasil,Distrito Federal,Brasília,20170512,Brasil,Tocantins,Palmas,Aéreo,4.00,"Sim
"
13528612,12,20170814,Brasil,Distrito Federal,Brasília,20170818,Brasil,Acre,Rio Branco,Aéreo,4.00,"Sim
"
13528612,14,20170821,Brasil,Distrito Federal,Brasília,20170825,Brasil,Piauí,Teresina,Aéreo,4.00,"Não
"
13528612,6,20170417,Brasil,Distrito Federal,Brasília,20170421,Brasil,Rio Grande do Norte,Natal,Aéreo,4.00,"Sim
"
13528612,18,20171120,Brasil,Distrito Federal,Brasília,20171124,Brasil,Sergipe,Aracaju,Aéreo,4.00,"Sim
"
13528612,16,20170828,Brasil,Distrito Federal,Brasília,20170901,Brasil,Rio Grande do Norte,Natal,Aéreo,4.00,"Não
"
13528612,19,20171124,Brasil,Sergipe,Aracaju,20171227,Brasil,Distrito Federal,Brasília,Aéreo,33.00,"Sim
"
13528612,9,20170512,Brasil,Tocantins,Palmas,20170701,Brasil,Distrito Federal,Brasília,Aéreo,50.00,"Sim
"
13528613,1,20170212,Brasil,Pará,Belém,20170215,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528613,3,20170215,Brasil,São Paulo,São Paulo,20170216,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13528613,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Sim
"
13528613,4,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Pará,Belém,Aéreo,0.00,"Não
"
13528615,1,20170207,Brasil,Pernambuco,Recife,20170209,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528615,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13528618,1,20170212,Brasil,Pernambuco,Recife,20170212,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Sim
"
13528620,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,Amazonas,Manaus,Aéreo,0.00,"Não
"
13528620,1,20170207,Brasil,Amazonas,Manaus,20170209,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528623,1,20170214,Brasil,Roraima,Boa Vista,20170216,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528623,2,20170216,Brasil,Distrito Federal,Brasília,20170217,Brasil,Roraima,Boa Vista,Aéreo,1.00,"Não
"
13528624,4,20170212,Brasil,São Paulo,São José dos Campos,20170224,Brasil,São Paulo,São José dos Campos,Inválido,0.00,"Sim
"
13528624,2,20170212,Brasil,Rio Grande do Sul,Porto Alegre,20170212,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13528624,6,20170224,Brasil,São Paulo,São Paulo,20170224,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13528624,7,20170224,Brasil,Rio Grande do Sul,Porto Alegre,20170225,Brasil,Rio Grande do Sul,Santa Maria,Rodoviário,0.00,"Não
"
13528624,3,20170212,Brasil,São Paulo,São Paulo,20170212,Brasil,São Paulo,São José dos Campos,Rodoviário,0.00,"Não
"
13528624,1,20170212,Brasil,Rio Grande do Sul,Santa Maria,20170212,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,0.00,"Não
"
13528624,5,20170224,Brasil,São Paulo,São José dos Campos,20170224,Brasil,São Paulo,São Paulo,Rodoviário,0.00,"Não
"
13528627,1,20170207,Brasil,Pernambuco,Recife,20170209,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528627,2,20170209,Brasil,Distrito Federal,Brasília,20170210,Brasil,Pernambuco,Recife,Aéreo,1.00,"Não
"
13528631,2,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,Rio Grande do Sul,Pelotas,Aéreo,0.00,"Não
"
13528631,1,20170206,Brasil,Rio Grande do Sul,Pelotas,20170209,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528632,2,20170213,Brasil,Rio Grande do Sul,Porto Alegre,20170213,Brasil,São Paulo,Campinas,Aéreo,0.00,"Sim
"
13528632,5,20170216,Brasil,São Paulo,Campinas,20170216,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Sim
"
13528632,3,20170213,Brasil,São Paulo,Campinas,20170215,Brasil,São Paulo,Jundiaí,Veículo Oficial,2.00,"Sim
"
13528632,6,20170216,Brasil,Rio Grande do Sul,Porto Alegre,20170216,Brasil,Rio Grande do Sul,Santa Cruz do Sul,Rodoviário,0.00,"Não
"
13528632,4,20170215,Brasil,São Paulo,Jundiaí,20170216,Brasil,São Paulo,Campinas,Veículo Oficial,1.00,"Sim
"
13528632,1,20170213,Brasil,Rio Grande do Sul,Santa Cruz do Sul,20170213,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,0.00,"Sim
"
13528633,1,20170307,Brasil,Minas Gerais,Belo Horizonte,20170311,Brasil,Bahia,Vitória da Conquista,Aéreo,4.00,"Sim
"
13528633,2,20170311,Brasil,Bahia,Vitória da Conquista,20170311,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Não
"
13528637,2,20170224,Brasil,Mato Grosso do Sul,Campo Grande,20170224,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528637,1,20170220,Brasil,Rio de Janeiro,Rio de Janeiro,20170224,Brasil,Mato Grosso do Sul,Campo Grande,Aéreo,4.00,"Sim
"
13528638,2,20170210,Brasil,Roraima,Boa Vista,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528638,1,20170207,Brasil,Distrito Federal,Brasília,20170210,Brasil,Roraima,Boa Vista,Aéreo,3.00,"Sim
"
13528645,1,20170213,Brasil,São Paulo,Campinas,20170216,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528645,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13528650,1,20170215,Brasil,Rio Grande do Sul,Porto Alegre,20170215,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13528650,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13528655,4,20170217,Brasil,Rio Grande do Sul,Porto Alegre,20170217,Brasil,Rio Grande do Sul,Uruguaiana,Aéreo,0.00,"Não
"
13528655,2,20170212,Brasil,Rio Grande do Sul,Porto Alegre,20170217,Brasil,Rio Grande do Sul,Novo Hamburgo,Rodoviário,5.00,"Sim
"
13528655,1,20170212,Brasil,Rio Grande do Sul,Uruguaiana,20170212,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13528655,3,20170217,Brasil,Rio Grande do Sul,Novo Hamburgo,20170217,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,0.00,"Não
"
13528657,3,20170218,Cingapura,,Cingapura,20170218,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528657,2,20170205,Cingapura,,Cingapura,20170218,Cingapura,,Cingapura,Inválido,0.00,"Sim
"
13528657,1,20170204,Brasil,Rio de Janeiro,Rio de Janeiro,20170205,Cingapura,,Cingapura,Aéreo,0.00,"Não
"
13528658,1,20170215,Brasil,Goiás,Goiânia,20170216,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13528658,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Goiás,Goiânia,Aéreo,0.00,"Não
"
13528661,1,20170207,Brasil,Santa Catarina,Navegantes,20170208,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13528663,2,20170207,Portugal,,Porto,20170211,Portugal,,Porto,Inválido,4.00,"Sim
"
13528663,1,20170206,Brasil,Distrito Federal,Brasília,20170207,Portugal,,Porto,Aéreo,0.00,"Sim
"
13528663,3,20170211,Portugal,,Porto,20170212,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Não
"
13528665,1,20170207,Brasil,São Paulo,Caraguatatuba,20170207,Brasil,São Paulo,Guarulhos,Rodoviário,0.00,"Não
"
13528665,4,20170210,Brasil,São Paulo,Guarulhos,20170210,Brasil,São Paulo,Caraguatatuba,Rodoviário,0.00,"Não
"
13528665,3,20170210,Brasil,Distrito Federal,Brasília,20170210,Brasil,São Paulo,Guarulhos,Aéreo,0.00,"Sim
"
13528665,2,20170207,Brasil,São Paulo,Guarulhos,20170210,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528669,1,20170214,Brasil,Acre,Rio Branco,20170216,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528669,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13528670,4,20170209,Brasil,Goiás,Goiânia,20170210,Brasil,Goiás,Itumbiara,Aéreo,1.00,"Não
"
13528670,2,20170208,Brasil,Goiás,Goiânia,20170209,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13528670,3,20170209,Brasil,Distrito Federal,Brasília,20170209,Brasil,Goiás,Goiânia,Aéreo,0.00,"Sim
"
13528670,1,20170208,Brasil,Goiás,Itumbiara,20170208,Brasil,Goiás,Goiânia,Aéreo,0.00,"Sim
"
13528675,2,20170301,Brasil,Rio Grande do Norte,Natal,20170301,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528675,1,20170212,Brasil,Rio de Janeiro,Rio de Janeiro,20170301,Brasil,Rio Grande do Norte,Natal,Aéreo,0.00,"Sim
"
13528676,2,20170210,Brasil,Pernambuco,Recife,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528676,1,20170208,Brasil,Distrito Federal,Brasília,20170210,Brasil,Pernambuco,Recife,Aéreo,2.00,"Sim
"
13528677,1,20170203,Brasil,Distrito Federal,Brasília,20170206,Brasil,Santa Catarina,Florianópolis,Aéreo,3.00,"Sim
"
13528677,2,20170206,Brasil,Santa Catarina,Florianópolis,20170206,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528679,1,20170306,Brasil,Rio Grande do Sul,Porto Alegre,20170309,Brasil,Mato Grosso,Cuiabá,Aéreo,0.00,"Sim
"
13528679,2,20170309,Brasil,Mato Grosso,Cuiabá,20170309,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13528680,2,20170203,Brasil,Distrito Federal,Brasília,20170203,Brasil,Minas Gerais,Belo Horizonte,Aéreo,0.00,"Sim
"
13528680,1,20170202,Brasil,Rio de Janeiro,Rio de Janeiro,20170203,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13528688,1,20170213,Espanha,,Madri,20170219,Tunísia,,Túnis,Aéreo,0.00,"Sim
"
13528691,3,20170217,Brasil,Distrito Federal,Brasília,20170217,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528691,1,20170213,Brasil,Rio de Janeiro,Campos dos Goytacazes,20170213,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528691,2,20170213,Brasil,Rio de Janeiro,Rio de Janeiro,20170217,Brasil,Distrito Federal,Brasília,Aéreo,4.00,"Sim
"
13528691,4,20170217,Brasil,Rio de Janeiro,Rio de Janeiro,20170217,Brasil,Rio de Janeiro,Campos dos Goytacazes,Aéreo,0.00,"Não
"
13528694,2,20170210,Brasil,Roraima,Boa Vista,20170210,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528694,1,20170207,Brasil,Distrito Federal,Brasília,20170210,Brasil,Roraima,Boa Vista,Aéreo,3.00,"Sim
"
13528696,1,20170213,Brasil,São Paulo,Campinas,20170215,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528696,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,São Paulo,Campinas,Aéreo,0.00,"Não
"
13528697,2,20170217,Brasil,São Paulo,São Paulo,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528697,1,20170217,Brasil,Distrito Federal,Brasília,20170217,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Sim
"
13528698,4,20170217,Brasil,Rio Grande do Sul,Porto Alegre,20170217,Brasil,Rio Grande do Sul,Uruguaiana,Aéreo,0.00,"Não
"
13528698,2,20170212,Brasil,Rio Grande do Sul,Porto Alegre,20170217,Brasil,Rio Grande do Sul,Novo Hamburgo,Rodoviário,5.00,"Sim
"
13528698,1,20170212,Brasil,Rio Grande do Sul,Uruguaiana,20170212,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13528698,3,20170217,Brasil,Rio Grande do Sul,Novo Hamburgo,20170217,Brasil,Rio Grande do Sul,Porto Alegre,Rodoviário,0.00,"Não
"
13528699,4,20170206,Brasil,São Paulo,São Paulo,20170206,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528699,2,20170203,Brasil,Rio Grande do Norte,Natal,20170203,Brasil,Sergipe,Aracaju,Aéreo,0.00,"Sim
"
13528699,1,20170202,Brasil,Distrito Federal,Brasília,20170203,Brasil,Rio Grande do Norte,Natal,Aéreo,1.00,"Sim
"
13528699,3,20170203,Brasil,Sergipe,Aracaju,20170206,Brasil,São Paulo,São Paulo,Aéreo,3.00,"Sim
"
13528700,1,20170214,Brasil,Rio Grande do Sul,Porto Alegre,20170216,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528700,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13528703,1,20170213,Brasil,Rio Grande do Sul,Porto Alegre,20170215,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528703,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,Rio Grande do Sul,Porto Alegre,Aéreo,0.00,"Não
"
13528706,1,20170213,Brasil,Amazonas,Tabatinga,20170215,Brasil,Amazonas,Manaus,Aéreo,2.00,"Sim
"
13528706,2,20170215,Brasil,Amazonas,Manaus,20170215,Brasil,Amazonas,Tabatinga,Aéreo,0.00,"Não
"
13528712,2,20170131,Brasil,Pará,Belém,20170131,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528712,1,20170129,Brasil,Distrito Federal,Brasília,20170131,Brasil,Pará,Belém,Aéreo,2.00,"Sim
"
13528713,1,20170213,Brasil,Pernambuco,Recife,20170215,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528713,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13528720,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Amazonas,Manaus,Aéreo,0.00,"Não
"
13528720,1,20170214,Brasil,Amazonas,Manaus,20170216,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528723,1,20170202,Brasil,Distrito Federal,Brasília,20170203,Brasil,Sergipe,Aracaju,Veículo Oficial,1.00,"Sim
"
13528723,3,20170203,Brasil,Distrito Federal,Brasília,20170203,Brasil,Sergipe,Aracaju,Veículo Oficial,0.00,"Sim
"
13528723,4,20170203,Brasil,Sergipe,Aracaju,20170203,Brasil,São Paulo,São Paulo,Veículo Oficial,0.00,"Sim
"
13528723,2,20170203,Brasil,Sergipe,Aracaju,20170203,Brasil,Distrito Federal,Brasília,Veículo Oficial,0.00,"Sim
"
13528723,5,20170203,Brasil,São Paulo,São Paulo,20170203,Brasil,Distrito Federal,Brasília,Veículo Oficial,0.00,"Não
"
13528724,1,20170213,Brasil,Acre,Rio Branco,20170215,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528724,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,Acre,Rio Branco,Aéreo,0.00,"Não
"
13528730,1,20170214,Brasil,São Paulo,São Paulo,20170215,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13528730,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13528740,2,20170202,Brasil,Distrito Federal,Brasília,20170202,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528740,1,20170202,Brasil,Rio de Janeiro,Rio de Janeiro,20170202,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Sim
"
13528743,2,20170224,Brasil,Pará,Belém,20170224,Brasil,Amazonas,Manaus,Aéreo,0.00,"Não
"
13528743,1,20170220,Brasil,Amazonas,Manaus,20170224,Brasil,Pará,Belém,Aéreo,4.00,"Sim
"
13528744,3,20170218,Brasil,Minas Gerais,Belo Horizonte,20170218,Brasil,Pernambuco,Recife,Aéreo,0.00,"Não
"
13528744,4,20170218,Brasil,Pernambuco,Recife,20170218,Brasil,Pernambuco,Caruaru,Veículo Próprio,0.00,"Não
"
13528744,2,20170212,Brasil,Pernambuco,Recife,20170218,Brasil,Minas Gerais,Belo Horizonte,Aéreo,6.00,"Sim
"
13528744,1,20170212,Brasil,Pernambuco,Caruaru,20170212,Brasil,Pernambuco,Recife,Veículo Oficial,0.00,"Não
"
13528747,1,20170212,Brasil,Alagoas,Maceió,20170215,Brasil,Distrito Federal,Brasília,Aéreo,3.00,"Sim
"
13528747,2,20170215,Brasil,Distrito Federal,Brasília,20170216,Brasil,Alagoas,Maceió,Aéreo,1.00,"Não
"
13528752,1,20170221,Brasil,São Paulo,São Paulo,20170221,Brasil,Rio de Janeiro,Rio de Janeiro,Aéreo,0.00,"Não
"
13528752,2,20170221,Brasil,Rio de Janeiro,Rio de Janeiro,20170222,Brasil,Rio de Janeiro,Rio de Janeiro,Inválido,0.00,"Sim
"
13528752,3,20170222,Brasil,Rio de Janeiro,Rio de Janeiro,20170222,Brasil,São Paulo,São Paulo,Aéreo,0.00,"Não
"
13528757,2,20170217,Brasil,São Paulo,São José dos Campos,20170217,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528757,1,20170205,Brasil,Distrito Federal,Brasília,20170217,Brasil,São Paulo,São José dos Campos,Aéreo,0.00,"Sim
"
13528760,2,20170216,Brasil,São Paulo,São Paulo,20170216,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
13528760,1,20170215,Brasil,Distrito Federal,Brasília,20170216,Brasil,São Paulo,São Paulo,Aéreo,1.00,"Sim
"
13528768,1,20170214,Brasil,Pará,Belém,20170216,Brasil,Distrito Federal,Brasília,Aéreo,2.00,"Sim
"
13528768,2,20170216,Brasil,Distrito Federal,Brasília,20170216,Brasil,Pará,Belém,Aéreo,0.00,"Não
"
13528769,3,20170208,Brasil,Bahia,Feira de Santana,20170208,Brasil,Bahia,Salvador,Veículo Oficial,0.00,"Não
"
13528769,1,20170205,Brasil,Pernambuco,Petrolina,20170205,Brasil,Bahia,Salvador,Aéreo,0.00,"Não
"
13528769,2,20170205,Brasil,Bahia,Salvador,20170208,Brasil,Bahia,Feira de Santana,Veículo Oficial,3.00,"Sim
"
13528769,4,20170208,Brasil,Bahia,Salvador,20170208,Brasil,Pernambuco,Petrolina,Aéreo,0.00,"Não
"
13528770,1,20170214,Brasil,Paraná,Curitiba,20170215,Brasil,Distrito Federal,Brasília,Aéreo,1.00,"Sim
"
13528770,2,20170215,Brasil,Distrito Federal,Brasília,20170215,Brasil,Paraná,Curitiba,Aéreo,0.00,"Não
"
13528773,2,20170207,Brasil,São Paulo,São Paulo,20170207,Brasil,Distrito Federal,Brasília,Aéreo,0.00,"Não
"
