Identificador do processo de viagem,CÛdigo do Ûrg„o superior,Nome do Ûrg„o superior,Codigo do Ûrg„o pagador,Nome do Ûrgao pagador,CÛdigo da unidade gestora pagadora,Nome da unidade gestora pagadora,Tipo de pagamento,Valor
13527192,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,346
13527193,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,653
13527193,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,897
13527194,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,308
13527195,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527195,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,414
13527196,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,1308
13527197,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,764
13527197,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527198,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,304
13527199,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,550
13527199,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,897
13527203,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400043,SECRETARIA ESPECIAL DA PREVID.SOCIAL/MTPS,DI¡RIAS                       ,2427
13527204,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,920
13527204,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,2858
13527209,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170041,DELEGACIA DA RFB EM FORTALEZA,DI¡RIAS                       ,1513
13527209,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170041,DELEGACIA DA RFB EM FORTALEZA,PASSAGEM                      ,624
13527211,44000,MINISTERIO DO MEIO AMBIENTE,20701,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,193113,IBAMA - SUPERINTENDENCIA DO MATO GROSSO/MT,DI¡RIAS                       ,1804
13527211,44000,MINISTERIO DO MEIO AMBIENTE,20701,INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.,193113,IBAMA - SUPERINTENDENCIA DO MATO GROSSO/MT,PASSAGEM                      ,369
13527214,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,891
13527214,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,640
13527219,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,895
13527219,-1,Sigiloso,-1,,-11,Sigilosa,DI¡RIAS                       ,599
13527224,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,609
13527224,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,454
13527229,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120006,GRUPAMENTO DE APOIO DE BRASILIA,PASSAGEM                      ,25571
13527231,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,414
13527231,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,897
13527234,36000,MINISTERIO DA SAUDE,36211,FUNDACAO NACIONAL DE SAUDE,255000,FUNDACAO NACIONAL DE SAUDE - DF,DI¡RIAS                       ,2888
13527248,-1,Sigiloso,-1,,-11,Sigilosa,PASSAGEM                      ,761
13527258,36000,MINISTERIO DA SAUDE,36213,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,253003,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,DI¡RIAS                       ,434
13527261,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,PASSAGEM                      ,852
13527261,52000,MINISTERIO DA DEFESA,52000,MINISTERIO DA DEFESA - UNIDADES COM VÕNCULO D,110404,DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD,DI¡RIAS                       ,702
13527262,20113,"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO",20113,"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO ",201013,COORDENACAO DE EXECUCAO ORC. E FINANCEIRA,DI¡RIAS                       ,893
13527267,55000,MINISTERIO DO DESENVOLVIMENTO SOCIAL,37202,INSTITUTO NACIONAL DO SEGURO SOCIAL,510677,SUPERINTEND NCIA REGIONAL NORDESTE,DI¡RIAS                       ,703
13527269,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,659
13527272,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527272,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,789
13527273,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,372
13527274,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,414
13527274,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,897
13527275,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,763
13527277,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,548
13527277,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527279,26000,MINISTERIO DA EDUCACAO,26271,FUNDACAO UNIVERSIDADE DE BRASILIA,154079,CENTRO DE SEL.E DE PROMOÁ„O DE EVENTOS,DI¡RIAS                       ,604
13527279,26000,MINISTERIO DA EDUCACAO,26271,FUNDACAO UNIVERSIDADE DE BRASILIA,154079,CENTRO DE SEL.E DE PROMOÁ„O DE EVENTOS,PASSAGEM                      ,895
13527280,36000,MINISTERIO DA SAUDE,36213,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,253003,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,DI¡RIAS                       ,434
13527283,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400043,SECRETARIA ESPECIAL DA PREVID.SOCIAL/MTPS,DI¡RIAS                       ,2417
13527283,40000,MINISTERIO DO TRABALHO,40000,MINISTERIO DO TRABALHO - UNIDADES COM VÕNCULO,400043,SECRETARIA ESPECIAL DA PREVID.SOCIAL/MTPS,PASSAGEM                      ,861
13527286,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",68201,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,682010,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,PASSAGEM                      ,327
13527286,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",68201,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,682010,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,DI¡RIAS                       ,900
13527287,53000,MINISTERIO DA INTEGRACAO NACIONAL,53000,MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES ,530001,MI/SE/DGI/ADMINISTRACAO GERAL,PASSAGEM                      ,337
13527288,28000,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",28000,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",280101,COORDENACAO-GERAL DE RECURSOS LOGISTICOS,PASSAGEM                      ,965
13527288,28000,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",28000,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",280101,COORDENACAO-GERAL DE RECURSOS LOGISTICOS,DI¡RIAS                       ,139
13527292,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150019,SECRETARIA DE EDUCACAO BASICA,DI¡RIAS                       ,817
13527292,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150002,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,PASSAGEM                      ,582
13527296,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,589
13527297,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,643
13527297,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527298,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,711
13527299,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,879
13527299,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,609
13527300,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,623
13527309,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,969
13527309,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,444
13527314,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA,30000,MINISTERIO DA JUSTICA E SEGURANÁA PUBLICA - U,200005,COORDENACAO-GERAL DE LOGISTICA E CONTRATOS/MJ,PASSAGEM                      ,543
13527314,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,1008
13527314,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3009
13527314,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2908
13527314,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2466
13527314,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,100
13527314,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3363
13527323,51000,MINISTERIO DO ESPORTE,51000,MINISTERIO DO ESPORTE - UNIDADES COM VÕNCULO ,180002,DEPARTAMENTO DE GEST√O INTERNA,DI¡RIAS                       ,1143
13527323,51000,MINISTERIO DO ESPORTE,51000,MINISTERIO DO ESPORTE - UNIDADES COM VÕNCULO ,180002,DEPARTAMENTO DE GEST√O INTERNA,PASSAGEM                      ,731
13527325,54000,MINISTERIO DO TURISMO,54000,MINISTERIO DO TURISMO - UNIDADES COM VÕNCULO ,540004,COORD. GERAL DE RECURSOS LOGISTICOS - CGRL,DI¡RIAS                       ,317
13527326,30000,MINISTERIO DA JUSTICA,30202,FUNDACAO NACIONAL DO INDIO,194035,FUNAI-SEDE BRASILIA/DF,PASSAGEM                      ,1190
13527326,30000,MINISTERIO DA JUSTICA,30202,FUNDACAO NACIONAL DO INDIO,194035,FUNAI-SEDE BRASILIA/DF,PASSAGEM                      ,930
13527330,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170531,SUPERINTEND NCIA DE ADMINISTRA«√O DO MF/DF,PASSAGEM                      ,320
13527331,26000,MINISTERIO DA EDUCACAO,26248,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,153165,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,PASSAGEM                      ,467
13527331,26000,MINISTERIO DA EDUCACAO,26248,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,153165,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,DI¡RIAS                       ,1301
13527332,20000,PRESIDENCIA DA REPUBLICA,24208,INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO-ITI,243001,INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,PASSAGEM                      ,428
13527333,53000,MINISTERIO DA INTEGRACAO NACIONAL,53000,MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES ,530001,MI/SE/DGI/ADMINISTRACAO GERAL,DI¡RIAS                       ,631
13527333,53000,MINISTERIO DA INTEGRACAO NACIONAL,53000,MINISTERIO DA INTEGRACAO NACIONAL - UNIDADES ,530001,MI/SE/DGI/ADMINISTRACAO GERAL,PASSAGEM                      ,358
13527342,24000,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",24000,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",240104,INSTITUTO NACIONAL DE TECNOLOGIA - INT,DI¡RIAS                       ,162
13527342,24000,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",24000,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",240104,INSTITUTO NACIONAL DE TECNOLOGIA - INT,PASSAGEM                      ,363
13527346,36000,MINISTERIO DA SAUDE,36201,FUNDACAO OSWALDO CRUZ,254488,CASA DE OSWALDO CRUZ,PASSAGEM                      ,1634
13527348,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,734
13527348,32000,MINISTERIO DE MINAS E ENERGIA,32205,AGENCIA NACIONAL DO PETROLEO,323031,ESCRITORIO CENTRAL DA ANP,PASSAGEM                      ,556
13527350,28000,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",30203,INSTIT.NAC. DE METROLOG. QUALID. E TECNOLOGIA,183039,SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS,DI¡RIAS                       ,902
13527350,28000,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",30203,INSTIT.NAC. DE METROLOG. QUALID. E TECNOLOGIA,183039,SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS,PASSAGEM                      ,1109
13527351,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39252,DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES,393021,SUPERINTENDENCIA REG. NO ESTADO RN - DNIT,PASSAGEM                      ,748
13527352,26000,MINISTERIO DA EDUCACAO,26447,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,158717,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,PASSAGEM                      ,1231
13527352,26000,MINISTERIO DA EDUCACAO,26447,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,158717,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,PASSAGEM                      ,1222
13527357,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39252,DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES,393030,SUPERINTENDENCIA REG. NO ESTADO MA - DNIT,PASSAGEM                      ,699
13527358,42000,MINISTERIO DA CULTURA,42207,INSTITUTO BRASILEIRO DE MUSEUS,423002,IBRAM - SEDE,PASSAGEM                      ,1309
13527358,42000,MINISTERIO DA CULTURA,42207,INSTITUTO BRASILEIRO DE MUSEUS,423002,IBRAM - SEDE,PASSAGEM                      ,1309
13527359,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113217,REPRESENTA«√O REGIONAL S√O PAULO_- ANAC,DI¡RIAS                       ,787
13527359,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",62201,AGENCIA NACIONAL DE AVIACAO CIVIL,113217,REPRESENTA«√O REGIONAL S√O PAULO_- ANAC,PASSAGEM                      ,262
13527360,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,251
13527360,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,299
13527363,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120646,GRUPAMENTO DE APOIO ¿S UNIDADES DO SISTEMA DE,PASSAGEM                      ,463
13527367,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120016,GRUPAMENTO DE APOIO DE S J CAMPOS,PASSAGEM                      ,606
13527367,52000,MINISTERIO DA DEFESA,52111,COMANDO DA AERONAUTICA,120016,GRUPAMENTO DE APOIO DE S J CAMPOS,PASSAGEM                      ,353
13527368,39000,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",39252,DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES,393023,SUPERINTENDENCIA REG. NO ESTADO TO - DNIT,DI¡RIAS                       ,702
13527371,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,414
13527371,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527372,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,545
13527373,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,384
13527374,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,515
13527374,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527375,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,761
13527376,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250009,SECRET. DE GESTAO ESTRATEGICA E PARTICIPATIVA,DI¡RIAS                       ,1218
13527376,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,272
13527378,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,523
13527384,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,3221
13527384,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2306
13527384,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2006
13527384,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,2708
13527384,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,100
13527384,30000,MINISTERIO DA JUSTICA,30911,FUNDO NACIONAL DE SEGURANCA PUBLICA,200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,DI¡RIAS                       ,902
13527393,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170141,DELEGACIA DA RFB EM SANTOS,DI¡RIAS                       ,1371
13527393,25000,MINISTERIO DA FAZENDA,25000,MINISTERIO DA FAZENDA - UNIDADES COM VÕNCULO ,170141,DELEGACIA DA RFB EM SANTOS,PASSAGEM                      ,427
13527397,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,903
13527397,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,PASSAGEM                      ,454
13527397,36000,MINISTERIO DA SAUDE,36000,MINISTERIO DA SAUDE - UNIDADES COM VÕNCULO DI,250010,SECRETARIA DE ATENCAO A SAUDE,DI¡RIAS                       ,1517
13527400,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,DI¡RIAS                       ,714
13527407,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150002,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,PASSAGEM                      ,313
13527407,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,152389,SECRETARIA DE ARTIC. C/ OS SISTEMAS DE ENSINO,DI¡RIAS                       ,597
13527415,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150002,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,PASSAGEM                      ,635
13527422,28000,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",30203,INSTIT.NAC. DE METROLOG. QUALID. E TECNOLOGIA,183023,INSTITUTO NAC.DE METROLOG. QUALID. E TECNOLOG,PASSAGEM                      ,585
13527426,20000,PRESIDENCIA DA REPUBLICA,24208,INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO-ITI,243001,INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,PASSAGEM                      ,414
13527430,26000,MINISTERIO DA EDUCACAO,26290,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,153978,INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS,PASSAGEM                      ,339
13527433,26000,MINISTERIO DA EDUCACAO,26000,MINISTERIO DA EDUCACAO - UNIDADES COM VÕNCULO,150002,SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MEC,PASSAGEM                      ,494
